ChEMBLID	study	gene_name	drug_name	interaction_claim_source
CHEMBL428496	Liu2016	GADD45A	WORTMANNIN	NCI
CHEMBL428496	Liu2016	SLC2A4	WORTMANNIN	NCI
CHEMBL428496	Liu2016	F2R	WORTMANNIN	NCI
CHEMBL428496	Liu2016	CTLA4	WORTMANNIN	NCI
CHEMBL428496	Liu2016	SPP1	WORTMANNIN	NCI
CHEMBL428496	Liu2016	HGF	WORTMANNIN	NCI
CHEMBL428496	Liu2016	TRPV1	WORTMANNIN	NCI
CHEMBL428496	Liu2016	MYO9B	WORTMANNIN	NCI
CHEMBL428496	Liu2016	NTRK1	WORTMANNIN	NCI
CHEMBL428496	Liu2016	AKT1	WORTMANNIN	NCI
CHEMBL428496	Liu2016	PI4KA	WORTMANNIN	GuideToPharmacologyInteractions
CHEMBL428496	Liu2016	PLK1	WORTMANNIN	NCI
CHEMBL428496	Liu2016	HSPA4	WORTMANNIN	NCI
CHEMBL428496	Liu2016	MAPK10	WORTMANNIN	NCI
CHEMBL428496	Liu2016	CRHR2	WORTMANNIN	GuideToPharmacologyInteractions
CHEMBL428496	Liu2016	PIK3CA	WORTMANNIN	GuideToPharmacologyInteractions
CHEMBL428496	Liu2016	PRKDC	WORTMANNIN	GuideToPharmacologyInteractions
CHEMBL428496	Liu2016	TAC1	WORTMANNIN	NCI
CHEMBL428496	Liu2016	PRKAB1	WORTMANNIN	NCI
CHEMBL428496	Liu2016	CRHR1	WORTMANNIN	GuideToPharmacologyInteractions
CHEMBL428496	Liu2016	CRHR2	WORTMANNIN	TdgClinicalTrial
CHEMBL428496	Liu2016	NFE2L2	WORTMANNIN	NCI
CHEMBL576	Liu2016	ALDH5A1	SUCCINIC ACID	TTD
CHEMBL576	Liu2016	SUCNR1	SUCCINIC ACID	GuideToPharmacologyInteractions
CHEMBL1233147	Liu2016	P2RY4	GUANOSINE TRIPHOSPHATE	GuideToPharmacologyInteractions
CHEMBL71595	Liu2016	PIK3CG	HYDROGEN PEROXIDE	NCI
CHEMBL71595	Liu2016	SLC2A4	HYDROGEN PEROXIDE	NCI
CHEMBL71595	Liu2016	GFAP	HYDROGEN PEROXIDE	NCI
CHEMBL71595	Liu2016	AGTR1	HYDROGEN PEROXIDE	NCI
CHEMBL71595	Liu2016	TNFRSF10A	HYDROGEN PEROXIDE	NCI
CHEMBL71595	Liu2016	ABCB1	HYDROGEN PEROXIDE	NCI
CHEMBL71595	Liu2016	FCGR3A	HYDROGEN PEROXIDE	NCI
CHEMBL71595	Liu2016	EIF4E	HYDROGEN PEROXIDE	NCI
CHEMBL71595	Liu2016	CAMK2B	HYDROGEN PEROXIDE	NCI
CHEMBL71595	Liu2016	PXN	HYDROGEN PEROXIDE	NCI
CHEMBL71595	Liu2016	HTRA1	HYDROGEN PEROXIDE	NCI
CHEMBL71595	Liu2016	NTF3	HYDROGEN PEROXIDE	NCI
CHEMBL71595	Liu2016	GCLM	HYDROGEN PEROXIDE	NCI
CHEMBL71595	Liu2016	CDK2	HYDROGEN PEROXIDE	NCI
CHEMBL71595	Liu2016	TDO2	HYDROGEN PEROXIDE	NCI
CHEMBL71595	Liu2016	CTGF	HYDROGEN PEROXIDE	NCI
CHEMBL71595	Liu2016	COL18A1	HYDROGEN PEROXIDE	NCI
CHEMBL71595	Liu2016	RPE65	HYDROGEN PEROXIDE	NCI
CHEMBL71595	Liu2016	BDNF	HYDROGEN PEROXIDE	NCI
CHEMBL71595	Liu2016	ITGB2	HYDROGEN PEROXIDE	NCI
CHEMBL71595	Liu2016	MAPK14	HYDROGEN PEROXIDE	NCI
CHEMBL71595	Liu2016	PCBD1	HYDROGEN PEROXIDE	NCI
CHEMBL71595	Liu2016	MT1H	HYDROGEN PEROXIDE	NCI
CHEMBL71595	Liu2016	MSR1	HYDROGEN PEROXIDE	NCI
CHEMBL71595	Liu2016	HIST4H4	HYDROGEN PEROXIDE	NCI
CHEMBL71595	Liu2016	LPL	HYDROGEN PEROXIDE	NCI
CHEMBL71595	Liu2016	ITGAL	HYDROGEN PEROXIDE	NCI
CHEMBL71595	Liu2016	XRCC5	HYDROGEN PEROXIDE	NCI
CHEMBL71595	Liu2016	APRT	HYDROGEN PEROXIDE	NCI
CHEMBL71595	Liu2016	PRDX1	HYDROGEN PEROXIDE	NCI
CHEMBL71595	Liu2016	DDIT3	HYDROGEN PEROXIDE	NCI
CHEMBL71595	Liu2016	GPD2	HYDROGEN PEROXIDE	NCI
CHEMBL71595	Liu2016	SFTPA1	HYDROGEN PEROXIDE	NCI
CHEMBL71595	Liu2016	ADA	HYDROGEN PEROXIDE	NCI
CHEMBL71595	Liu2016	F9	HYDROGEN PEROXIDE	NCI
CHEMBL71595	Liu2016	TGFB1	HYDROGEN PEROXIDE	NCI
CHEMBL71595	Liu2016	ATF2	HYDROGEN PEROXIDE	NCI
CHEMBL71595	Liu2016	NCF1	HYDROGEN PEROXIDE	NCI
CHEMBL71595	Liu2016	DIABLO	HYDROGEN PEROXIDE	NCI
CHEMBL71595	Liu2016	ZAP70	HYDROGEN PEROXIDE	NCI
CHEMBL71595	Liu2016	ERCC6	HYDROGEN PEROXIDE	NCI
CHEMBL375951	Liu2016	GPR17	URIDINE DIPHOSPHATE GLUCOSE	GuideToPharmacologyInteractions
CHEMBL375951	Liu2016	MMP13	URIDINE DIPHOSPHATE GLUCOSE	GuideToPharmacologyInteractions
CHEMBL375951	Liu2016	MMP8	URIDINE DIPHOSPHATE GLUCOSE	GuideToPharmacologyInteractions
CHEMBL375951	Liu2016	MMP15	URIDINE DIPHOSPHATE GLUCOSE	GuideToPharmacologyInteractions
CHEMBL375951	Liu2016	P2RY14	URIDINE DIPHOSPHATE GLUCOSE	GuideToPharmacologyInteractions
CHEMBL375951	Liu2016	MMP7	URIDINE DIPHOSPHATE GLUCOSE	GuideToPharmacologyInteractions
CHEMBL375951	Liu2016	MMP9	URIDINE DIPHOSPHATE GLUCOSE	GuideToPharmacologyInteractions
CHEMBL375951	Liu2016	MMP16	URIDINE DIPHOSPHATE GLUCOSE	GuideToPharmacologyInteractions
CHEMBL1261	Liu2016	SIGMAR1	CITRIC ACID	TTD
CHEMBL1261	Liu2016	CHRM4	CITRIC ACID	GuideToPharmacologyInteractions
CHEMBL1261	Liu2016	PKD2L1	CITRIC ACID	GuideToPharmacologyInteractions
CHEMBL1261	Liu2016	CHRM1	CITRIC ACID	GuideToPharmacologyInteractions
CHEMBL279107	Liu2016	ITPR3	INS(1,4,5)P3	GuideToPharmacologyInteractions
CHEMBL279107	Liu2016	ITPR2	INS(1,4,5)P3	GuideToPharmacologyInteractions
CHEMBL1213327	Liu2016	CHRM5	COENZYME_A	GuideToPharmacologyInteractions
CHEMBL1213327	Liu2016	CHRM1	COENZYME_A	GuideToPharmacologyInteractions
CHEMBL1213327	Liu2016	CHRM2	COENZYME_A	GuideToPharmacologyInteractions
CHEMBL1213327	Liu2016	CHRM3	COENZYME_A	GuideToPharmacologyInteractions
CHEMBL1213327	Liu2016	CHRM4	COENZYME_A	GuideToPharmacologyInteractions
CHEMBL384759	Liu2016	NUAK1	CHEMBL384759	GuideToPharmacologyInteractions
CHEMBL343480	Liu2016	BDKRB1	DIMETHYLALLYL DIPHOSPHATE	GuideToPharmacologyInteractions
CHEMBL343480	Liu2016	MVK	DIMETHYLALLYL DIPHOSPHATE	GuideToPharmacologyInteractions
CHEMBL1161632	Liu2016	CCR2	BICARBONATE	GuideToPharmacologyInteractions
CHEMBL1161632	Liu2016	CCR3	BICARBONATE	GuideToPharmacologyInteractions
CHEMBL1161632	Liu2016	CCR1	BICARBONATE	GuideToPharmacologyInteractions
CHEMBL1161632	Liu2016	CXCR3	BICARBONATE	GuideToPharmacologyInteractions
CHEMBL1161632	Liu2016	CCR5	BICARBONATE	GuideToPharmacologyInteractions
CHEMBL1235228	Liu2016	EDNRB	PHOSPHOENOLPYRUVATE	GuideToPharmacologyInteractions
CHEMBL1162144	Liu2016	S1PR3	PYRUVATE	GuideToPharmacologyInteractions
CHEMBL1162144	Liu2016	ABAT	PYRUVATE	TTD
CHEMBL1162144	Liu2016	S1PR1	PYRUVATE	GuideToPharmacologyInteractions
CHEMBL336296	Liu2016	P2RY11	URIDINE TRIPHOSPHATE	GuideToPharmacologyInteractions
CHEMBL336296	Liu2016	P2RY6	URIDINE TRIPHOSPHATE	GuideToPharmacologyInteractions
CHEMBL336296	Liu2016	P2RY4	URIDINE TRIPHOSPHATE	GuideToPharmacologyInteractions
CHEMBL336296	Liu2016	P2RY2	URIDINE TRIPHOSPHATE	GuideToPharmacologyInteractions
CHEMBL1624	Liu2016	THRA	LEVOTHYROXINE	TdgClinicalTrial
CHEMBL1624	Liu2016	SERPINE1	LEVOTHYROXINE	NCI
CHEMBL1624	Liu2016	THRB	LEVOTHYROXINE	TdgClinicalTrial
CHEMBL1624	Liu2016	THBD	LEVOTHYROXINE	NCI
CHEMBL1624	Liu2016	THRB	LEVOTHYROXINE	TEND
CHEMBL1624	Liu2016	TSHB	LEVOTHYROXINE	NCI
CHEMBL1624	Liu2016	F9	LEVOTHYROXINE	NCI
CHEMBL1624	Liu2016	THRA	LEVOTHYROXINE	TEND
CHEMBL223533	Liu2016	NMBR	CYSTETINE TRIPHOSPHATE	GuideToPharmacologyInteractions
CHEMBL223533	Liu2016	BRS3	CYSTETINE TRIPHOSPHATE	GuideToPharmacologyInteractions
CHEMBL223533	Liu2016	GRPR	CYSTETINE TRIPHOSPHATE	GuideToPharmacologyInteractions
CHEMBL1160571	Liu2016	FPR1	PYROPHOSPHORIC ACID	GuideToPharmacologyInteractions
CHEMBL1160571	Liu2016	FPR2	PYROPHOSPHORIC ACID	GuideToPharmacologyInteractions
CHEMBL1160571	Liu2016	FPR3	PYROPHOSPHORIC ACID	GuideToPharmacologyInteractions
CHEMBL295069	Liu2016	SI	SODIUM beta-NICOTINAMIDE ADENINE DINUCLEOTIDE PHOSPHATE	NCI
CHEMBL295069	Liu2016	IL7	SODIUM beta-NICOTINAMIDE ADENINE DINUCLEOTIDE PHOSPHATE	NCI
CHEMBL295069	Liu2016	IL1B	SODIUM beta-NICOTINAMIDE ADENINE DINUCLEOTIDE PHOSPHATE	NCI
CHEMBL295069	Liu2016	GGT1	SODIUM beta-NICOTINAMIDE ADENINE DINUCLEOTIDE PHOSPHATE	NCI
CHEMBL295069	Liu2016	TYMS	SODIUM beta-NICOTINAMIDE ADENINE DINUCLEOTIDE PHOSPHATE	NCI
CHEMBL295069	Liu2016	IL2RA	SODIUM beta-NICOTINAMIDE ADENINE DINUCLEOTIDE PHOSPHATE	NCI
CHEMBL295069	Liu2016	MPO	SODIUM beta-NICOTINAMIDE ADENINE DINUCLEOTIDE PHOSPHATE	NCI
CHEMBL295069	Liu2016	CYP2E1	SODIUM beta-NICOTINAMIDE ADENINE DINUCLEOTIDE PHOSPHATE	NCI
CHEMBL295069	Liu2016	GHRL	SODIUM beta-NICOTINAMIDE ADENINE DINUCLEOTIDE PHOSPHATE	NCI
CHEMBL295069	Liu2016	MYC	SODIUM beta-NICOTINAMIDE ADENINE DINUCLEOTIDE PHOSPHATE	NCI
CHEMBL295069	Liu2016	CDX2	SODIUM beta-NICOTINAMIDE ADENINE DINUCLEOTIDE PHOSPHATE	NCI
CHEMBL2106119	Liu2016	CTSC	CALCIUM GLUCONATE	NCI
CHEMBL2106119	Liu2016	PRL	CALCIUM GLUCONATE	NCI
CHEMBL2106119	Liu2016	PTH	CALCIUM GLUCONATE	NCI
CHEMBL2106119	Liu2016	CEACAM5	CALCIUM GLUCONATE	NCI
CHEMBL228043	Liu2016	BTK	CHEMBL228043	GuideToPharmacologyInteractions
CHEMBL95606	Liu2016	NMBR	CYTIDINE	GuideToPharmacologyInteractions
CHEMBL95606	Liu2016	GRPR	CYTIDINE	GuideToPharmacologyInteractions
CHEMBL14830	Liu2016	P2RY13	ADENOSINE DIPHOSPHATE	GuideToPharmacologyInteractions
CHEMBL14830	Liu2016	P2RY6	ADENOSINE DIPHOSPHATE	GuideToPharmacologyInteractions
CHEMBL14830	Liu2016	TRPM4	ADENOSINE DIPHOSPHATE	GuideToPharmacologyInteractions
CHEMBL14830	Liu2016	P2RY1	ADENOSINE DIPHOSPHATE	GuideToPharmacologyInteractions
CHEMBL14830	Liu2016	P2RY12	ADENOSINE DIPHOSPHATE	GuideToPharmacologyInteractions
CHEMBL395336	Liu2016	CNGA1	CHEMBL395336	GuideToPharmacologyInteractions
CHEMBL395336	Liu2016	PDE3A	CHEMBL395336	GuideToPharmacologyInteractions
CHEMBL395336	Liu2016	CNGA3	CHEMBL395336	GuideToPharmacologyInteractions
CHEMBL395336	Liu2016	AQP1	CHEMBL395336	GuideToPharmacologyInteractions
CHEMBL395336	Liu2016	PDE3B	CHEMBL395336	GuideToPharmacologyInteractions
CHEMBL395336	Liu2016	PDE2A	CHEMBL395336	GuideToPharmacologyInteractions
CHEMBL1234613	Liu2016	TRPM2	NADIDE	GuideToPharmacologyInteractions
CHEMBL1234613	Liu2016	P2RY11	NADIDE	GuideToPharmacologyInteractions
CHEMBL282489	Liu2016	ESR1	CHEMBL282489	GuideToPharmacologyInteractions
CHEMBL71752	Liu2016	PDE1C	VINPOCETINE	GuideToPharmacologyInteractions
CHEMBL71752	Liu2016	PDE1A	VINPOCETINE	GuideToPharmacologyInteractions
CHEMBL71752	Liu2016	PDE1A	VINPOCETINE	TTD
CHEMBL291962	Liu2016	GALR1	LEUCINE	GuideToPharmacologyInteractions
CHEMBL291962	Liu2016	GALR2	LEUCINE	GuideToPharmacologyInteractions
CHEMBL1140	Liu2016	PARP1	NIACINAMIDE	TTD
CHEMBL96	Liu2016	HTR1B	GAMMA-AMINOBUTYRIC ACID	GuideToPharmacologyInteractions
CHEMBL96	Liu2016	ITGA4	GAMMA-AMINOBUTYRIC ACID	TTD
CHEMBL96	Liu2016	GABBR2	GAMMA-AMINOBUTYRIC ACID	GuideToPharmacologyInteractions
CHEMBL96	Liu2016	HTR1D	GAMMA-AMINOBUTYRIC ACID	GuideToPharmacologyInteractions
CHEMBL1425	Liu2016	TPMT	MERCAPTOPURINE	FDA
CHEMBL1425	Liu2016	NT5C2	MERCAPTOPURINE	CIViC
CHEMBL1425	Liu2016	TPMT	MERCAPTOPURINE	CGI
CHEMBL1425	Liu2016	AVPR1A	MERCAPTOPURINE	GuideToPharmacologyInteractions
CHEMBL1425	Liu2016	IL2RA	MERCAPTOPURINE	NCI
CHEMBL1425	Liu2016	VCAM1	MERCAPTOPURINE	NCI
CHEMBL1425	Liu2016	HPRT1	MERCAPTOPURINE	TdgClinicalTrial
CHEMBL1425	Liu2016	RB1	MERCAPTOPURINE	CKB
CHEMBL1425	Liu2016	HPRT1	MERCAPTOPURINE	TEND
CHEMBL1425	Liu2016	NOTCH1	MERCAPTOPURINE	CKB
CHEMBL1425	Liu2016	SLC29A2	MERCAPTOPURINE	NCI
CHEMBL1425	Liu2016	AVPR1B	MERCAPTOPURINE	GuideToPharmacologyInteractions
CHEMBL1425	Liu2016	AVPR2	MERCAPTOPURINE	GuideToPharmacologyInteractions
CHEMBL1425	Liu2016	MTHFR	MERCAPTOPURINE	NCI
CHEMBL986	Liu2016	TNFRSF8	RETINOL	NCI
CHEMBL986	Liu2016	PLAU	RETINOL	NCI
CHEMBL986	Liu2016	RBP3	RETINOL	NCI
CHEMBL986	Liu2016	NR2C2	RETINOL	GuideToPharmacologyInteractions
CHEMBL986	Liu2016	ALDH1A2	RETINOL	NCI
CHEMBL986	Liu2016	LDLR	RETINOL	NCI
CHEMBL986	Liu2016	VDR	RETINOL	NCI
CHEMBL986	Liu2016	BAX	RETINOL	NCI
CHEMBL986	Liu2016	GSR	RETINOL	NCI
CHEMBL986	Liu2016	CFTR	RETINOL	NCI
CHEMBL986	Liu2016	TAT	RETINOL	NCI
CHEMBL986	Liu2016	RPS19	RETINOL	NCI
CHEMBL986	Liu2016	SCD	RETINOL	NCI
CHEMBL986	Liu2016	TG	RETINOL	NCI
CHEMBL986	Liu2016	TGM2	RETINOL	NCI
CHEMBL986	Liu2016	UMOD	RETINOL	NCI
CHEMBL986	Liu2016	THBS1	RETINOL	NCI
CHEMBL986	Liu2016	GJA1	RETINOL	NCI
CHEMBL1671887	Liu2016	CHRM2	CHEMBL1671887	GuideToPharmacologyInteractions
CHEMBL925	Liu2016	TH	TYROSINE	TTD
CHEMBL13828	Liu2016	HRH1	OXATOMIDE	TTD
CHEMBL82293	Liu2016	FFAR1	PALMITIC ACID	GuideToPharmacologyInteractions
CHEMBL82293	Liu2016	DRD5	PALMITIC ACID	GuideToPharmacologyInteractions
CHEMBL82293	Liu2016	DRD1	PALMITIC ACID	GuideToPharmacologyInteractions
CHEMBL667	Liu2016	CHRM2	ACETYLCHOLINE	GuideToPharmacologyInteractions
CHEMBL667	Liu2016	CHRM4	ACETYLCHOLINE	GuideToPharmacologyInteractions
CHEMBL667	Liu2016	CHRM5	ACETYLCHOLINE	GuideToPharmacologyInteractions
CHEMBL667	Liu2016	CHRM3	ACETYLCHOLINE	GuideToPharmacologyInteractions
CHEMBL667	Liu2016	CHRM1	ACETYLCHOLINE	GuideToPharmacologyInteractions
CHEMBL7917	Liu2016	EGFR	TYRPHOSTIN AG-1478	GuideToPharmacologyInteractions
CHEMBL1479	Liu2016	AR	DANAZOL	ChemblInteractions
CHEMBL1479	Liu2016	PLG	DANAZOL	NCI
CHEMBL1479	Liu2016	MBL2	DANAZOL	NCI
CHEMBL1479	Liu2016	ESR1	DANAZOL	TEND
CHEMBL1479	Liu2016	GNRHR2	DANAZOL	TdgClinicalTrial
CHEMBL1479	Liu2016	CXCL8	DANAZOL	NCI
CHEMBL1479	Liu2016	GNRHR2	DANAZOL	TEND
CHEMBL1479	Liu2016	ESR1	DANAZOL	TdgClinicalTrial
CHEMBL1479	Liu2016	CP	DANAZOL	NCI
CHEMBL1479	Liu2016	ESR1	DANAZOL	TTD
CHEMBL1479	Liu2016	PGR	DANAZOL	ChemblInteractions
CHEMBL1479	Liu2016	STS	DANAZOL	NCI
CHEMBL1479	Liu2016	GNRHR	DANAZOL	TdgClinicalTrial
CHEMBL1479	Liu2016	GNRHR	DANAZOL	TEND
CHEMBL1479	Liu2016	CGB5	DANAZOL	NCI
CHEMBL81	Liu2016	GPER1	RALOXIFENE	GuideToPharmacologyInteractions
CHEMBL81	Liu2016	GHRL	RALOXIFENE	NCI
CHEMBL81	Liu2016	TERT	RALOXIFENE	NCI
CHEMBL81	Liu2016	CNTFR	RALOXIFENE	GuideToPharmacologyInteractions
CHEMBL81	Liu2016	TSHB	RALOXIFENE	NCI
CHEMBL81	Liu2016	ESR2	RALOXIFENE	TdgClinicalTrial
CHEMBL81	Liu2016	IGF1R	RALOXIFENE	NCI
CHEMBL81	Liu2016	PIK3CG	RALOXIFENE	NCI
CHEMBL81	Liu2016	PIK3CA	RALOXIFENE	NCI
CHEMBL81	Liu2016	IL31RA	RALOXIFENE	GuideToPharmacologyInteractions
CHEMBL81	Liu2016	ESR1	RALOXIFENE	TEND
CHEMBL81	Liu2016	ESR2	RALOXIFENE	TEND
CHEMBL81	Liu2016	IL1B	RALOXIFENE	NCI
CHEMBL81	Liu2016	GNRH1	RALOXIFENE	NCI
CHEMBL81	Liu2016	PLAT	RALOXIFENE	NCI
CHEMBL81	Liu2016	ESR1	RALOXIFENE	GuideToPharmacologyInteractions
CHEMBL81	Liu2016	ESR1	RALOXIFENE	TdgClinicalTrial
CHEMBL81	Liu2016	PTGS2	RALOXIFENE	NCI
CHEMBL81	Liu2016	ESR1	RALOXIFENE	TTD
CHEMBL219568	Liu2016	CCR1	GUANINE	GuideToPharmacologyInteractions
CHEMBL219568	Liu2016	CCR5	GUANINE	GuideToPharmacologyInteractions
CHEMBL219568	Liu2016	CCR3	GUANINE	GuideToPharmacologyInteractions
CHEMBL1427	Liu2016	MYC	HYPOXANTHINE	NCI
CHEMBL1427	Liu2016	BCL2	HYPOXANTHINE	NCI
CHEMBL1427	Liu2016	XDH	HYPOXANTHINE	NCI
CHEMBL1427	Liu2016	CCR3	HYPOXANTHINE	GuideToPharmacologyInteractions
CHEMBL1424	Liu2016	ADORA2B	XANTHINE	TTD
CHEMBL296586	Liu2016	GSK3B	KENPAULLONE	GuideToPharmacologyInteractions
CHEMBL475534	Liu2016	CACNG1	NITRENDIPINE	TEND
CHEMBL475534	Liu2016	CACNG1	NITRENDIPINE	TdgClinicalTrial
CHEMBL475534	Liu2016	CACNA1F	NITRENDIPINE	GuideToPharmacologyInteractions
CHEMBL475534	Liu2016	KCNN4	NITRENDIPINE	GuideToPharmacologyInteractions
CHEMBL475534	Liu2016	GPR183	NITRENDIPINE	GuideToPharmacologyInteractions
CHEMBL475534	Liu2016	CACNA1D	NITRENDIPINE	GuideToPharmacologyInteractions
CHEMBL475534	Liu2016	CACNA2D1	NITRENDIPINE	TTD
CHEMBL1732	Liu2016	HTR1D	DIHYDROERGOTAMINE	TEND
CHEMBL1732	Liu2016	DRD2	DIHYDROERGOTAMINE	TTD
CHEMBL1732	Liu2016	HTR1B	DIHYDROERGOTAMINE	TdgClinicalTrial
CHEMBL1732	Liu2016	HTR1D	DIHYDROERGOTAMINE	GuideToPharmacologyInteractions
CHEMBL1732	Liu2016	HTR1D	DIHYDROERGOTAMINE	TdgClinicalTrial
CHEMBL1732	Liu2016	HTR1F	DIHYDROERGOTAMINE	GuideToPharmacologyInteractions
CHEMBL1732	Liu2016	HTR1B	DIHYDROERGOTAMINE	GuideToPharmacologyInteractions
CHEMBL1732	Liu2016	HTR1E	DIHYDROERGOTAMINE	GuideToPharmacologyInteractions
CHEMBL1732	Liu2016	SERPINA3	DIHYDROERGOTAMINE	GuideToPharmacologyInteractions
CHEMBL284377	Liu2016	GRM7	DEXFOSFOSERINE	GuideToPharmacologyInteractions
CHEMBL284377	Liu2016	ADGRB1	DEXFOSFOSERINE	GuideToPharmacologyInteractions
CHEMBL284377	Liu2016	GRM8	DEXFOSFOSERINE	GuideToPharmacologyInteractions
CHEMBL284377	Liu2016	GRM4	DEXFOSFOSERINE	GuideToPharmacologyInteractions
CHEMBL284377	Liu2016	GRM6	DEXFOSFOSERINE	GuideToPharmacologyInteractions
CHEMBL51	Liu2016	SLC18A1	KETANSERIN	GuideToPharmacologyInteractions
CHEMBL51	Liu2016	ADRA1B	KETANSERIN	GuideToPharmacologyInteractions
CHEMBL51	Liu2016	SERPINA3	KETANSERIN	GuideToPharmacologyInteractions
CHEMBL51	Liu2016	TACR2	KETANSERIN	GuideToPharmacologyInteractions
CHEMBL51	Liu2016	HTR2C	KETANSERIN	GuideToPharmacologyInteractions
CHEMBL51	Liu2016	HSPA4	KETANSERIN	NCI
CHEMBL51	Liu2016	HTR2A	KETANSERIN	NCI
CHEMBL51	Liu2016	HTR5A	KETANSERIN	GuideToPharmacologyInteractions
CHEMBL51	Liu2016	HTR1B	KETANSERIN	GuideToPharmacologyInteractions
CHEMBL51	Liu2016	HTR2A	KETANSERIN	GuideToPharmacologyInteractions
CHEMBL51	Liu2016	HTR1A	KETANSERIN	GuideToPharmacologyInteractions
CHEMBL51	Liu2016	SLC18A2	KETANSERIN	GuideToPharmacologyInteractions
CHEMBL51	Liu2016	DRD1	KETANSERIN	GuideToPharmacologyInteractions
CHEMBL51	Liu2016	DRD5	KETANSERIN	GuideToPharmacologyInteractions
CHEMBL51	Liu2016	HTR2B	KETANSERIN	GuideToPharmacologyInteractions
CHEMBL51	Liu2016	ADRA1A	KETANSERIN	GuideToPharmacologyInteractions
CHEMBL51	Liu2016	HTR1D	KETANSERIN	GuideToPharmacologyInteractions
CHEMBL139835	Liu2016	PAEP	CYPROTERONE ACETATE	NCI
CHEMBL139835	Liu2016	AR	CYPROTERONE ACETATE	GuideToPharmacologyInteractions
CHEMBL139835	Liu2016	ADRA1D	CYPROTERONE ACETATE	NCI
CHEMBL139835	Liu2016	AR	CYPROTERONE ACETATE	CIViC
CHEMBL51085	Liu2016	GGPS1	EBSELEN	GuideToPharmacologyInteractions
CHEMBL51085	Liu2016	ALB	EBSELEN	TTD
CHEMBL8659	Liu2016	PLD2	OLEIC ACID	GuideToPharmacologyInteractions
CHEMBL8659	Liu2016	FFAR1	OLEIC ACID	GuideToPharmacologyInteractions
CHEMBL8659	Liu2016	FFAR4	OLEIC ACID	GuideToPharmacologyInteractions
CHEMBL8659	Liu2016	CHRNA4	OLEIC ACID	TTD
CHEMBL1113	Liu2016	SLC6A4	AMOXAPINE	TEND
CHEMBL1113	Liu2016	SLC6A4	AMOXAPINE	TdgClinicalTrial
CHEMBL1113	Liu2016	DRD4	AMOXAPINE	ChemblInteractions
CHEMBL1113	Liu2016	NAT1	AMOXAPINE	ChemblInteractions
CHEMBL1113	Liu2016	SLC6A2	AMOXAPINE	TdgClinicalTrial
CHEMBL1113	Liu2016	DRD2	AMOXAPINE	ChemblInteractions
CHEMBL1113	Liu2016	DRD1	AMOXAPINE	ChemblInteractions
CHEMBL1113	Liu2016	DRD3	AMOXAPINE	ChemblInteractions
CHEMBL1113	Liu2016	SLC6A4	AMOXAPINE	GuideToPharmacologyInteractions
CHEMBL1113	Liu2016	HTT	AMOXAPINE	ChemblInteractions
CHEMBL1113	Liu2016	SLC6A2	AMOXAPINE	TEND
CHEMBL1113	Liu2016	DRD5	AMOXAPINE	ChemblInteractions
CHEMBL1113	Liu2016	SLC6A2	AMOXAPINE	GuideToPharmacologyInteractions
CHEMBL1113	Liu2016	HTR6	AMOXAPINE	GuideToPharmacologyInteractions
CHEMBL503160	Liu2016	IFNG	FUMARIC ACID	TTD
CHEMBL1046	Liu2016	PLG	AMINOCAPROIC ACID	TEND
CHEMBL1046	Liu2016	PLG	AMINOCAPROIC ACID	TTD
CHEMBL1046	Liu2016	PLG	AMINOCAPROIC ACID	ChemblInteractions
CHEMBL1046	Liu2016	PLAT	AMINOCAPROIC ACID	ChemblInteractions
CHEMBL1046	Liu2016	PLG	AMINOCAPROIC ACID	TdgClinicalTrial
CHEMBL334966	Mofidifar2018	P2RY12	CANGRELOR	TdgClinicalTrial
CHEMBL334966	Mofidifar2018	P2RY12	CANGRELOR	GuideToPharmacologyInteractions
CHEMBL334966	Mofidifar2018	P2RY13	CANGRELOR	GuideToPharmacologyInteractions
CHEMBL1908841	Mofidifar2018	DKK1	LEVOLEUCOVORIN	CIViC
CHEMBL2106618	Mofidifar2018	KCNJ10	GLISOXEPIDE	TTD
CHEMBL161	Mofidifar2018	CXCL8	CEFTRIAXONE	NCI
CHEMBL779	Snell2016	PDE11A	TADALAFIL	GuideToPharmacologyInteractions
CHEMBL779	Snell2016	PDE5A	TADALAFIL	GuideToPharmacologyInteractions
CHEMBL779	Snell2016	PDE4A	TADALAFIL	TEND
CHEMBL779	Snell2016	PDE5A	TADALAFIL	TTD
CHEMBL779	Snell2016	PDE5A	TADALAFIL	TEND
CHEMBL779	Snell2016	PDE5A	TADALAFIL	ChemblInteractions
CHEMBL779	Snell2016	PDE5A	TADALAFIL	TdgClinicalTrial
CHEMBL192	Snell2016	PDE5A	SILDENAFIL	TTD
CHEMBL192	Snell2016	PDE5A	SILDENAFIL	TdgClinicalTrial
CHEMBL192	Snell2016	PDE5A	SILDENAFIL	GuideToPharmacologyInteractions
CHEMBL192	Snell2016	ABCC5	SILDENAFIL	GuideToPharmacologyInteractions
CHEMBL192	Snell2016	PDE6C	SILDENAFIL	GuideToPharmacologyInteractions
CHEMBL192	Snell2016	SLCO1B3	SILDENAFIL	GuideToPharmacologyInteractions
CHEMBL192	Snell2016	PDE5A	SILDENAFIL	TEND
CHEMBL1520	Snell2016	PDE5A	VARDENAFIL	TEND
CHEMBL1520	Snell2016	PDE5A	VARDENAFIL	TTD
