Study	pathID	Pathway	percentageTargeted	percentage_in_Human_GenAge	percentage_in_Model_GenAge	percentage_targeted_by_DrugAge
Snell2018	hsa04141	Protein processing in endoplasmic reticulum	0.12903225806451613	0.3225806451612903	0.1935483870967742	0.25806451612903225
Yang2018	hsa04141	Protein processing in endoplasmic reticulum	0	0.3225806451612903	0.1935483870967742	0.25806451612903225
Ziehm2017	hsa04141	Protein processing in endoplasmic reticulum	0	0.3225806451612903	0.1935483870967742	0.25806451612903225
Aliper2016	hsa04142	Lysosome	0.029411764705882353	0	0	0.11764705882352941
Barardo2017	hsa04142	Lysosome	0	0	0	0.11764705882352941
Calvert2016	hsa04142	Lysosome	0	0	0	0.11764705882352941
Donertas2018	hsa04142	Lysosome	0.029411764705882353	0	0	0.11764705882352941
Fernandes2016	hsa04142	Lysosome	0	0	0	0.11764705882352941
Fuentealba2018	hsa04142	Lysosome	0	0	0	0.11764705882352941
Liu2016	hsa04142	Lysosome	0.029411764705882353	0	0	0.11764705882352941
Mofidifar2018	hsa04142	Lysosome	0	0	0	0.11764705882352941
Snell2016	hsa04142	Lysosome	0.029411764705882353	0	0	0.11764705882352941
Snell2018	hsa04142	Lysosome	0.029411764705882353	0	0	0.11764705882352941
Yang2018	hsa04142	Lysosome	0	0	0	0.11764705882352941
Ziehm2017	hsa04142	Lysosome	0	0	0	0.11764705882352941
Aliper2016	hsa04144	Endocytosis	0.2127659574468085	0.2127659574468085	0.0851063829787234	0.3404255319148936
Barardo2017	hsa04144	Endocytosis	0.02127659574468085	0.2127659574468085	0.0851063829787234	0.3404255319148936
Calvert2016	hsa04144	Endocytosis	0.0425531914893617	0.2127659574468085	0.0851063829787234	0.3404255319148936
Donertas2018	hsa04144	Endocytosis	0.10638297872340426	0.2127659574468085	0.0851063829787234	0.3404255319148936
Fernandes2016	hsa04144	Endocytosis	0.0425531914893617	0.2127659574468085	0.0851063829787234	0.3404255319148936
Fuentealba2018	hsa04144	Endocytosis	0.1702127659574468	0.2127659574468085	0.0851063829787234	0.3404255319148936
Liu2016	hsa04144	Endocytosis	0.1276595744680851	0.2127659574468085	0.0851063829787234	0.3404255319148936
Mofidifar2018	hsa04144	Endocytosis	0	0.2127659574468085	0.0851063829787234	0.3404255319148936
Snell2016	hsa04144	Endocytosis	0	0.2127659574468085	0.0851063829787234	0.3404255319148936
Snell2018	hsa04144	Endocytosis	0.0851063829787234	0.2127659574468085	0.0851063829787234	0.3404255319148936
Yang2018	hsa04144	Endocytosis	0	0.2127659574468085	0.0851063829787234	0.3404255319148936
Ziehm2017	hsa04144	Endocytosis	0.1276595744680851	0.2127659574468085	0.0851063829787234	0.3404255319148936
Aliper2016	hsa04145	Phagosome	0.045454545454545456	0	0.06060606060606061	0.15151515151515152
Barardo2017	hsa04145	Phagosome	0	0	0.06060606060606061	0.15151515151515152
Calvert2016	hsa04145	Phagosome	0.06060606060606061	0	0.06060606060606061	0.15151515151515152
Donertas2018	hsa04145	Phagosome	0.10606060606060606	0	0.06060606060606061	0.15151515151515152
Fernandes2016	hsa04145	Phagosome	0	0	0.06060606060606061	0.15151515151515152
Fuentealba2018	hsa04145	Phagosome	0.045454545454545456	0	0.06060606060606061	0.15151515151515152
Liu2016	hsa04145	Phagosome	0.12121212121212122	0	0.06060606060606061	0.15151515151515152
Mofidifar2018	hsa04145	Phagosome	0	0	0.06060606060606061	0.15151515151515152
Snell2016	hsa04145	Phagosome	0.045454545454545456	0	0.06060606060606061	0.15151515151515152
Snell2018	hsa04145	Phagosome	0.015151515151515152	0	0.06060606060606061	0.15151515151515152
Yang2018	hsa04145	Phagosome	0	0	0.06060606060606061	0.15151515151515152
Ziehm2017	hsa04145	Phagosome	0.015151515151515152	0	0.06060606060606061	0.15151515151515152
Aliper2016	hsa04146	Peroxisome	0	0.23076923076923078	0.46153846153846156	0.23076923076923078
Barardo2017	hsa04146	Peroxisome	0	0.23076923076923078	0.46153846153846156	0.23076923076923078
Calvert2016	hsa04146	Peroxisome	0	0.23076923076923078	0.46153846153846156	0.23076923076923078
Donertas2018	hsa04146	Peroxisome	0	0.23076923076923078	0.46153846153846156	0.23076923076923078
Fernandes2016	hsa04146	Peroxisome	0	0.23076923076923078	0.46153846153846156	0.23076923076923078
Fuentealba2018	hsa04146	Peroxisome	0.15384615384615385	0.23076923076923078	0.46153846153846156	0.23076923076923078
Liu2016	hsa04146	Peroxisome	0.23076923076923078	0.23076923076923078	0.46153846153846156	0.23076923076923078
Mofidifar2018	hsa04146	Peroxisome	0	0.23076923076923078	0.46153846153846156	0.23076923076923078
Snell2016	hsa04146	Peroxisome	0	0.23076923076923078	0.46153846153846156	0.23076923076923078
Snell2018	hsa04146	Peroxisome	0.15384615384615385	0.23076923076923078	0.46153846153846156	0.23076923076923078
Yang2018	hsa04146	Peroxisome	0	0.23076923076923078	0.46153846153846156	0.23076923076923078
Ziehm2017	hsa04146	Peroxisome	0.23076923076923078	0.23076923076923078	0.46153846153846156	0.23076923076923078
Aliper2016	hsa04150	mTOR signaling pathway	0.058823529411764705	0.29411764705882354	0.4117647058823529	0.4411764705882353
Barardo2017	hsa04150	mTOR signaling pathway	0.058823529411764705	0.29411764705882354	0.4117647058823529	0.4411764705882353
Calvert2016	hsa04150	mTOR signaling pathway	0.20588235294117646	0.29411764705882354	0.4117647058823529	0.4411764705882353
Donertas2018	hsa04150	mTOR signaling pathway	0.20588235294117646	0.29411764705882354	0.4117647058823529	0.4411764705882353
Fernandes2016	hsa04150	mTOR signaling pathway	0.20588235294117646	0.29411764705882354	0.4117647058823529	0.4411764705882353
Fuentealba2018	hsa04150	mTOR signaling pathway	0.17647058823529413	0.29411764705882354	0.4117647058823529	0.4411764705882353
Liu2016	hsa04150	mTOR signaling pathway	0.07352941176470588	0.29411764705882354	0.4117647058823529	0.4411764705882353
Mofidifar2018	hsa04150	mTOR signaling pathway	0	0.29411764705882354	0.4117647058823529	0.4411764705882353
Snell2016	hsa04150	mTOR signaling pathway	0.058823529411764705	0.29411764705882354	0.4117647058823529	0.4411764705882353
Snell2018	hsa04150	mTOR signaling pathway	0.07352941176470588	0.29411764705882354	0.4117647058823529	0.4411764705882353
Yang2018	hsa04150	mTOR signaling pathway	0	0.29411764705882354	0.4117647058823529	0.4411764705882353
Ziehm2017	hsa04150	mTOR signaling pathway	0.22058823529411764	0.29411764705882354	0.4117647058823529	0.4411764705882353
Aliper2016	hsa04151	PI3K-Akt signaling pathway	0.0990990990990991	0.23423423423423423	0.18468468468468469	0.3333333333333333
Barardo2017	hsa04151	PI3K-Akt signaling pathway	0.05855855855855856	0.23423423423423423	0.18468468468468469	0.3333333333333333
Calvert2016	hsa04151	PI3K-Akt signaling pathway	0.13963963963963963	0.23423423423423423	0.18468468468468469	0.3333333333333333
Donertas2018	hsa04151	PI3K-Akt signaling pathway	0.1891891891891892	0.23423423423423423	0.18468468468468469	0.3333333333333333
Fernandes2016	hsa04151	PI3K-Akt signaling pathway	0.0990990990990991	0.23423423423423423	0.18468468468468469	0.3333333333333333
Fuentealba2018	hsa04151	PI3K-Akt signaling pathway	0.2072072072072072	0.23423423423423423	0.18468468468468469	0.3333333333333333
Liu2016	hsa04151	PI3K-Akt signaling pathway	0.10810810810810811	0.23423423423423423	0.18468468468468469	0.3333333333333333
Mofidifar2018	hsa04151	PI3K-Akt signaling pathway	0	0.23423423423423423	0.18468468468468469	0.3333333333333333
Snell2016	hsa04151	PI3K-Akt signaling pathway	0.07207207207207207	0.23423423423423423	0.18468468468468469	0.3333333333333333
Snell2018	hsa04151	PI3K-Akt signaling pathway	0.07657657657657657	0.23423423423423423	0.18468468468468469	0.3333333333333333
Yang2018	hsa04151	PI3K-Akt signaling pathway	0	0.23423423423423423	0.18468468468468469	0.3333333333333333
Ziehm2017	hsa04151	PI3K-Akt signaling pathway	0.18018018018018017	0.23423423423423423	0.18468468468468469	0.3333333333333333
Aliper2016	hsa04152	AMPK signaling pathway	0.04838709677419355	0.3225806451612903	0.5161290322580645	0.5161290322580645
Barardo2017	hsa04152	AMPK signaling pathway	0.03225806451612903	0.3225806451612903	0.5161290322580645	0.5161290322580645
Calvert2016	hsa04152	AMPK signaling pathway	0.14516129032258066	0.3225806451612903	0.5161290322580645	0.5161290322580645
Donertas2018	hsa04152	AMPK signaling pathway	0.20967741935483872	0.3225806451612903	0.5161290322580645	0.5161290322580645
Fernandes2016	hsa04152	AMPK signaling pathway	0.16129032258064516	0.3225806451612903	0.5161290322580645	0.5161290322580645
Fuentealba2018	hsa04152	AMPK signaling pathway	0.08064516129032258	0.3225806451612903	0.5161290322580645	0.5161290322580645
Liu2016	hsa04152	AMPK signaling pathway	0.12903225806451613	0.3225806451612903	0.5161290322580645	0.5161290322580645
Mofidifar2018	hsa04152	AMPK signaling pathway	0	0.3225806451612903	0.5161290322580645	0.5161290322580645
Snell2016	hsa04152	AMPK signaling pathway	0.03225806451612903	0.3225806451612903	0.5161290322580645	0.5161290322580645
Snell2018	hsa04152	AMPK signaling pathway	0.06451612903225806	0.3225806451612903	0.5161290322580645	0.5161290322580645
Yang2018	hsa04152	AMPK signaling pathway	0.03225806451612903	0.3225806451612903	0.5161290322580645	0.5161290322580645
Ziehm2017	hsa04152	AMPK signaling pathway	0.14516129032258066	0.3225806451612903	0.5161290322580645	0.5161290322580645
Aliper2016	hsa04210	Apoptosis	0.08653846153846154	0.2403846153846154	0.22115384615384615	0.34615384615384615
Barardo2017	hsa04210	Apoptosis	0.10576923076923077	0.2403846153846154	0.22115384615384615	0.34615384615384615
Calvert2016	hsa04210	Apoptosis	0.1346153846153846	0.2403846153846154	0.22115384615384615	0.34615384615384615
Donertas2018	hsa04210	Apoptosis	0.22115384615384615	0.2403846153846154	0.22115384615384615	0.34615384615384615
Fernandes2016	hsa04210	Apoptosis	0.125	0.2403846153846154	0.22115384615384615	0.34615384615384615
Fuentealba2018	hsa04210	Apoptosis	0.16346153846153846	0.2403846153846154	0.22115384615384615	0.34615384615384615
Liu2016	hsa04210	Apoptosis	0.1346153846153846	0.2403846153846154	0.22115384615384615	0.34615384615384615
Mofidifar2018	hsa04210	Apoptosis	0	0.2403846153846154	0.22115384615384615	0.34615384615384615
Snell2016	hsa04210	Apoptosis	0.09615384615384616	0.2403846153846154	0.22115384615384615	0.34615384615384615
Snell2018	hsa04210	Apoptosis	0.11538461538461539	0.2403846153846154	0.22115384615384615	0.34615384615384615
Yang2018	hsa04210	Apoptosis	0	0.2403846153846154	0.22115384615384615	0.34615384615384615
Ziehm2017	hsa04210	Apoptosis	0.14423076923076922	0.2403846153846154	0.22115384615384615	0.34615384615384615
Aliper2016	hsa04211	Longevity regulating pathway	0.07407407407407407	0.42592592592592593	0.6481481481481481	0.5370370370370371
Barardo2017	hsa04211	Longevity regulating pathway	0.1111111111111111	0.42592592592592593	0.6481481481481481	0.5370370370370371
Calvert2016	hsa04211	Longevity regulating pathway	0.25925925925925924	0.42592592592592593	0.6481481481481481	0.5370370370370371
Donertas2018	hsa04211	Longevity regulating pathway	0.2962962962962963	0.42592592592592593	0.6481481481481481	0.5370370370370371
Fernandes2016	hsa04211	Longevity regulating pathway	0.2222222222222222	0.42592592592592593	0.6481481481481481	0.5370370370370371
Fuentealba2018	hsa04211	Longevity regulating pathway	0.16666666666666666	0.42592592592592593	0.6481481481481481	0.5370370370370371
Liu2016	hsa04211	Longevity regulating pathway	0.12962962962962962	0.42592592592592593	0.6481481481481481	0.5370370370370371
Mofidifar2018	hsa04211	Longevity regulating pathway	0	0.42592592592592593	0.6481481481481481	0.5370370370370371
Snell2016	hsa04211	Longevity regulating pathway	0.037037037037037035	0.42592592592592593	0.6481481481481481	0.5370370370370371
Snell2018	hsa04211	Longevity regulating pathway	0.07407407407407407	0.42592592592592593	0.6481481481481481	0.5370370370370371
Yang2018	hsa04211	Longevity regulating pathway	0.018518518518518517	0.42592592592592593	0.6481481481481481	0.5370370370370371
Ziehm2017	hsa04211	Longevity regulating pathway	0.2222222222222222	0.42592592592592593	0.6481481481481481	0.5370370370370371
Aliper2016	hsa04213	Longevity regulating pathway	0.0975609756097561	0.4878048780487805	0.7804878048780488	0.5853658536585366
Barardo2017	hsa04213	Longevity regulating pathway	0.07317073170731707	0.4878048780487805	0.7804878048780488	0.5853658536585366
Calvert2016	hsa04213	Longevity regulating pathway	0.2682926829268293	0.4878048780487805	0.7804878048780488	0.5853658536585366
Donertas2018	hsa04213	Longevity regulating pathway	0.3170731707317073	0.4878048780487805	0.7804878048780488	0.5853658536585366
Fernandes2016	hsa04213	Longevity regulating pathway	0.24390243902439024	0.4878048780487805	0.7804878048780488	0.5853658536585366
Fuentealba2018	hsa04213	Longevity regulating pathway	0.1951219512195122	0.4878048780487805	0.7804878048780488	0.5853658536585366
Liu2016	hsa04213	Longevity regulating pathway	0.0975609756097561	0.4878048780487805	0.7804878048780488	0.5853658536585366
Mofidifar2018	hsa04213	Longevity regulating pathway	0	0.4878048780487805	0.7804878048780488	0.5853658536585366
Snell2016	hsa04213	Longevity regulating pathway	0.024390243902439025	0.4878048780487805	0.7804878048780488	0.5853658536585366
Snell2018	hsa04213	Longevity regulating pathway	0.0975609756097561	0.4878048780487805	0.7804878048780488	0.5853658536585366
Yang2018	hsa04213	Longevity regulating pathway	0	0.4878048780487805	0.7804878048780488	0.5853658536585366
Ziehm2017	hsa04213	Longevity regulating pathway	0.2682926829268293	0.4878048780487805	0.7804878048780488	0.5853658536585366
Aliper2016	hsa04215	Apoptosis	0.14285714285714285	0.23809523809523808	0.19047619047619047	0.2857142857142857
Barardo2017	hsa04215	Apoptosis	0.23809523809523808	0.23809523809523808	0.19047619047619047	0.2857142857142857
Calvert2016	hsa04215	Apoptosis	0.19047619047619047	0.23809523809523808	0.19047619047619047	0.2857142857142857
Donertas2018	hsa04215	Apoptosis	0.38095238095238093	0.23809523809523808	0.19047619047619047	0.2857142857142857
Fernandes2016	hsa04215	Apoptosis	0.09523809523809523	0.23809523809523808	0.19047619047619047	0.2857142857142857
Fuentealba2018	hsa04215	Apoptosis	0.23809523809523808	0.23809523809523808	0.19047619047619047	0.2857142857142857
Liu2016	hsa04215	Apoptosis	0.19047619047619047	0.23809523809523808	0.19047619047619047	0.2857142857142857
Mofidifar2018	hsa04215	Apoptosis	0	0.23809523809523808	0.19047619047619047	0.2857142857142857
Snell2016	hsa04215	Apoptosis	0.19047619047619047	0.23809523809523808	0.19047619047619047	0.2857142857142857
Snell2018	hsa04215	Apoptosis	0.2857142857142857	0.23809523809523808	0.19047619047619047	0.2857142857142857
Yang2018	hsa04215	Apoptosis	0	0.23809523809523808	0.19047619047619047	0.2857142857142857
Ziehm2017	hsa04215	Apoptosis	0.09523809523809523	0.23809523809523808	0.19047619047619047	0.2857142857142857
Aliper2016	hsa04216	Ferroptosis	0.08333333333333333	0.25	0.25	0.4166666666666667
Barardo2017	hsa04216	Ferroptosis	0.08333333333333333	0.25	0.25	0.4166666666666667
Calvert2016	hsa04216	Ferroptosis	0.08333333333333333	0.25	0.25	0.4166666666666667
Donertas2018	hsa04216	Ferroptosis	0.08333333333333333	0.25	0.25	0.4166666666666667
Fernandes2016	hsa04216	Ferroptosis	0.08333333333333333	0.25	0.25	0.4166666666666667
Fuentealba2018	hsa04216	Ferroptosis	0.16666666666666666	0.25	0.25	0.4166666666666667
Liu2016	hsa04216	Ferroptosis	0.16666666666666666	0.25	0.25	0.4166666666666667
Mofidifar2018	hsa04216	Ferroptosis	0	0.25	0.25	0.4166666666666667
Snell2016	hsa04216	Ferroptosis	0	0.25	0.25	0.4166666666666667
Snell2018	hsa04216	Ferroptosis	0.16666666666666666	0.25	0.25	0.4166666666666667
Yang2018	hsa04216	Ferroptosis	0	0.25	0.25	0.4166666666666667
Ziehm2017	hsa04216	Ferroptosis	0.16666666666666666	0.25	0.25	0.4166666666666667
Aliper2016	hsa04217	Necroptosis	0.07042253521126761	0.19718309859154928	0.09859154929577464	0.23943661971830985
Barardo2017	hsa04217	Necroptosis	0.04225352112676056	0.19718309859154928	0.09859154929577464	0.23943661971830985
Calvert2016	hsa04217	Necroptosis	0.09859154929577464	0.19718309859154928	0.09859154929577464	0.23943661971830985
Donertas2018	hsa04217	Necroptosis	0.22535211267605634	0.19718309859154928	0.09859154929577464	0.23943661971830985
Fernandes2016	hsa04217	Necroptosis	0.056338028169014086	0.19718309859154928	0.09859154929577464	0.23943661971830985
Fuentealba2018	hsa04217	Necroptosis	0.14084507042253522	0.19718309859154928	0.09859154929577464	0.23943661971830985
Liu2016	hsa04217	Necroptosis	0.11267605633802817	0.19718309859154928	0.09859154929577464	0.23943661971830985
Mofidifar2018	hsa04217	Necroptosis	0	0.19718309859154928	0.09859154929577464	0.23943661971830985
Snell2016	hsa04217	Necroptosis	0.08450704225352113	0.19718309859154928	0.09859154929577464	0.23943661971830985
Snell2018	hsa04217	Necroptosis	0.09859154929577464	0.19718309859154928	0.09859154929577464	0.23943661971830985
Yang2018	hsa04217	Necroptosis	0	0.19718309859154928	0.09859154929577464	0.23943661971830985
Ziehm2017	hsa04217	Necroptosis	0.028169014084507043	0.19718309859154928	0.09859154929577464	0.23943661971830985
Aliper2016	hsa04218	Cellular senescence	0.08571428571428572	0.29523809523809524	0.3904761904761905	0.42857142857142855
Barardo2017	hsa04218	Cellular senescence	0.0761904761904762	0.29523809523809524	0.3904761904761905	0.42857142857142855
Calvert2016	hsa04218	Cellular senescence	0.13333333333333333	0.29523809523809524	0.3904761904761905	0.42857142857142855
Donertas2018	hsa04218	Cellular senescence	0.2571428571428571	0.29523809523809524	0.3904761904761905	0.42857142857142855
Fernandes2016	hsa04218	Cellular senescence	0.18095238095238095	0.29523809523809524	0.3904761904761905	0.42857142857142855
Fuentealba2018	hsa04218	Cellular senescence	0.14285714285714285	0.29523809523809524	0.3904761904761905	0.42857142857142855
Liu2016	hsa04218	Cellular senescence	0.12380952380952381	0.29523809523809524	0.3904761904761905	0.42857142857142855
Mofidifar2018	hsa04218	Cellular senescence	0.009523809523809525	0.29523809523809524	0.3904761904761905	0.42857142857142855
Snell2016	hsa04218	Cellular senescence	0.0761904761904762	0.29523809523809524	0.3904761904761905	0.42857142857142855
Snell2018	hsa04218	Cellular senescence	0.08571428571428572	0.29523809523809524	0.3904761904761905	0.42857142857142855
Yang2018	hsa04218	Cellular senescence	0	0.29523809523809524	0.3904761904761905	0.42857142857142855
Ziehm2017	hsa04218	Cellular senescence	0.20952380952380953	0.29523809523809524	0.3904761904761905	0.42857142857142855
